date,week,sunrise_hour,sunrise_min,sunrise_sec,sunset_hour,sunset_min,sunset_sec,season,is_holiday,is_weekend,snow,snowdepth,temp,precip,precipprob,preciptype,windgust,winddir,solarradiation,moonphase,conditions,Offense Count
2018-12-07,Friday,7,3,56,17,22,1,Winter,0,0,0.0,0.0,66.4,1.509,100,rain,25.4,27.2,39.7,0.0,rain,634
2018-05-12,Saturday,6,30,24,20,5,38,Spring,0,1,0.0,0.0,80.3,0.0,0,none,24.2,142.6,65.5,0.91,cloudy,283
2019-09-15,Sunday,7,5,57,19,27,3,Autumn,0,1,0.0,0.0,85.4,0.0,0,none,29.8,44.9,225.4,0.55,cloudy,620
2016-11-05,Saturday,7,38,30,18,31,16,Autumn,0,1,0.0,0.0,74.3,0.0,0,none,18.3,52.2,117.3,0.2,cloudy,356
2014-01-05,Sunday,7,17,43,17,36,22,Winter,0,1,0.0,0.0,51.9,0.036,100,rain,36.7,321.8,,0.15,rain,297
2017-08-24,Thursday,6,54,24,19,52,34,Summer,0,0,0.0,0.0,85.3,0.0,0,none,21.0,70.2,284.6,0.09,cloudy,385
2010-04-26,Monday,6,43,31,19,55,24,Spring,0,0,0.0,0.0,75.1,0.0,0,none,17.5,214.4,328.8,0.44,clear,397
2014-12-27,Saturday,7,15,23,17,29,56,Winter,0,1,0.0,0.0,61.5,0.021,100,rain,27.7,321.5,,0.2,rain,290
2014-02-03,Monday,7,10,8,18,0,52,Winter,0,0,0.0,0.0,43.8,0.0,0,none,25.3,16.7,,0.13,cloudy,357
2016-07-29,Friday,6,39,29,20,16,1,Summer,0,0,0.0,0.0,85.8,0.004,100,rain,0.0,24.3,242.1,0.85,rain,384
2013-05-17,Friday,6,27,11,20,8,54,Spring,0,0,0.0,0.0,78.5,0.0,0,none,23.0,168.9,308.5,0.25,cloudy,395
2017-04-15,Saturday,6,54,28,19,48,45,Spring,0,1,0.0,0.0,73.5,0.0,0,none,25.3,139.2,280.6,0.65,cloudy,341
2022-01-22,Saturday,7,16,0,17,50,35,Winter,0,1,0.0,0.0,41.8,0.0,0,none,26.4,50.1,130.2,0.67,clear,724
2013-02-27,Wednesday,6,49,1,18,19,36,Winter,0,0,0.0,0.0,59.0,0.0,0,none,29.1,323.2,241.5,0.57,clear,296
2020-05-24,Sunday,6,23,45,20,13,21,Spring,0,1,0.0,0.0,80.4,0.781,100,rain,33.3,132.9,148.9,0.07,rain,750
2010-02-27,Saturday,6,49,19,18,19,25,Winter,0,1,0.0,0.0,51.4,0.0,0,none,31.3,336.6,249.6,0.47,cloudy,388
2019-03-02,Saturday,6,46,17,18,21,21,Spring,0,1,0.0,0.0,65.3,0.001,100,rain,11.4,41.8,207.6,0.87,rain,592
2021-08-27,Friday,6,56,6,19,49,14,Summer,0,0,0.0,0.0,81.5,0.388,100,rain,20.8,105.8,64.5,0.67,rain,719
2023-06-07,Wednesday,6,20,37,20,20,22,Summer,0,0,0.0,0.0,79.9,0.093,100,rain,33.3,295.5,188.7,0.63,rain,793
2014-10-02,Thursday,7,15,18,19,5,48,Autumn,0,0,0.0,0.0,84.4,0.0,0,none,23.8,171.4,,0.3,cloudy,291
2016-01-06,Wednesday,7,17,47,17,36,45,Winter,0,0,0.0,0.0,52.4,1.146,100,rain,31.1,58.7,84.8,0.89,rain,324
2019-08-06,Tuesday,6,43,48,20,10,34,Summer,0,0,0.0,0.0,86.6,0.0,0,none,20.8,195.6,200.8,0.19,cloudy,579
2016-10-11,Tuesday,7,20,56,18,54,42,Autumn,0,0,0.0,0.0,75.3,0.3,100,rain,21.9,78.0,207.9,0.35,rain,315
2017-01-08,Sunday,7,17,59,17,38,54,Winter,0,1,0.0,0.0,39.8,0.0,0,none,20.8,84.7,179.8,0.37,clear,307
2020-02-21,Friday,6,55,51,18,14,48,Winter,0,0,0.0,0.0,48.3,0.0,0,none,32.2,18.0,104.9,0.93,cloudy,729
2021-11-17,Wednesday,6,48,6,17,24,42,Autumn,0,0,0.0,0.0,74.0,0.0,0,none,27.7,166.4,107.6,0.44,cloudy,724
2019-11-15,Friday,6,46,0,17,25,48,Autumn,0,0,0.0,0.0,50.6,0.0,0,none,15.0,351.7,140.1,0.61,cloudy,615
2011-12-09,Friday,7,5,11,17,22,19,Winter,0,0,0.0,0.0,55.0,0.0,0,none,17.2,87.3,47.4,0.47,cloudy,369
2021-08-19,Thursday,6,51,40,19,57,56,Summer,0,0,0.0,0.0,85.7,0.01,100,rain,24.2,158.6,83.8,0.4,rain,694
2012-12-29,Saturday,7,16,14,17,31,31,Winter,0,1,0.0,0.0,42.1,0.0,0,none,27.4,0.7,121.0,0.55,clear,341
2022-02-03,Thursday,7,10,8,18,0,55,Winter,0,0,0.0,0.0,37.0,0.418,100,"rain,snow",40.1,330.5,19.4,0.08,snow,563
2013-10-08,Tuesday,7,18,57,18,58,25,Autumn,0,0,0.0,0.0,71.5,0.0,0,none,0.0,87.8,256.3,0.13,clear,313
2023-05-08,Monday,6,33,26,20,3,0,Spring,0,0,0.0,0.0,77.1,0.039,100,rain,46.1,140.1,59.2,0.61,rain,696
2010-03-14,Sunday,7,32,22,19,29,17,Spring,0,1,0.0,0.0,66.7,0.0,0,none,0.0,186.2,221.2,0.96,clear,335
2015-04-07,Tuesday,7,4,3,19,43,37,Spring,0,0,0.0,0.0,76.2,0.0,0,none,24.3,150.2,243.0,0.61,cloudy,359
2018-07-28,Saturday,6,38,37,20,17,0,Summer,0,1,0.0,0.0,87.2,0.0,0,none,19.7,194.4,220.3,0.53,clear,646
2014-10-31,Friday,7,34,16,18,35,28,Autumn,0,0,0.0,0.0,68.5,0.0,0,none,25.0,336.3,,0.28,clear,358
2012-01-14,Saturday,7,17,52,17,43,13,Winter,0,1,0.0,0.0,52.3,0.0,0,none,20.8,244.1,184.2,0.69,clear,304
2017-10-08,Sunday,7,18,57,18,58,23,Autumn,0,1,0.0,0.0,84.3,0.0,0,none,17.2,30.5,238.9,0.6,cloudy,275
2012-10-02,Tuesday,7,15,34,19,5,12,Autumn,0,0,0.0,0.0,73.7,0.0,0,none,25.3,342.6,221.2,0.58,clear,381
2017-04-22,Saturday,6,47,8,19,53,4,Spring,0,1,0.0,0.0,72.6,0.0,0,none,31.1,326.5,267.9,0.88,cloudy,344
2013-04-05,Friday,7,5,48,19,42,42,Spring,0,0,0.0,0.0,59.0,0.0,0,none,24.0,356.8,305.0,0.83,clear,379
2022-07-26,Tuesday,6,37,30,20,18,17,Summer,0,0,0.0,0.0,86.1,0.007,100,rain,28.9,159.5,136.6,0.93,rain,751
2017-02-14,Tuesday,7,1,36,18,10,1,Winter,0,0,0.0,0.0,60.7,0.436,100,rain,32.1,339.8,119.5,0.62,rain,299
2013-01-30,Wednesday,7,12,21,17,57,39,Winter,0,0,0.0,0.0,56.4,0.0,0,none,41.3,327.3,207.1,0.63,cloudy,351
2013-05-26,Sunday,6,23,5,20,14,18,Spring,0,1,0.0,0.0,79.8,0.0,0,none,23.1,153.2,245.4,0.55,cloudy,345
2019-05-12,Sunday,6,30,34,20,5,29,Spring,0,1,0.0,0.0,70.8,0.008,100,rain,21.9,352.6,172.2,0.28,rain,592
2021-03-23,Tuesday,7,21,14,19,35,0,Spring,0,0,0.0,0.0,71.1,0.074,100,rain,27.3,260.9,216.3,0.33,rain,740
2019-04-17,Wednesday,6,52,51,19,49,41,Spring,0,0,0.0,0.0,72.9,0.002,100,rain,23.0,144.0,60.3,0.44,rain,654
2012-09-25,Tuesday,7,11,39,19,13,44,Autumn,0,0,0.0,0.0,81.2,0.0,0,none,23.4,178.9,252.8,0.34,clear,370
2019-02-21,Thursday,6,55,37,18,14,58,Winter,0,0,0.0,0.0,52.8,0.114,100,rain,18.3,28.8,23.6,0.57,rain,557
2017-05-08,Monday,6,33,2,20,3,13,Spring,0,0,0.0,0.0,74.0,0.0,0,none,23.4,122.5,246.8,0.42,cloudy,375
2014-04-27,Sunday,6,42,33,19,56,3,Spring,0,1,0.0,0.0,78.3,0.001,100,rain,32.0,134.3,,0.94,rain,327
2023-01-06,Friday,7,17,51,17,37,0,Winter,0,0,0.0,0.0,65.4,0.0,0,none,29.6,149.3,105.1,0.5,cloudy,772
2015-01-01,Thursday,7,16,56,17,33,15,Winter,1,0,0.0,0.0,43.8,0.022,100,rain,23.0,19.6,55.8,0.38,rain,295
2018-11-22,Thursday,6,52,0,17,23,3,Autumn,1,0,0.0,0.0,56.7,0.043,100,rain,15.0,49.2,114.3,0.5,rain,546
2023-07-21,Friday,6,34,29,20,21,9,Summer,0,0,0.0,0.0,86.8,0.0,0,none,26.4,201.0,216.2,0.13,cloudy,741
2022-03-05,Saturday,6,42,42,18,23,34,Spring,0,1,0.0,0.0,70.9,0.0,0,none,36.4,161.5,105.7,0.1,cloudy,771
2011-03-17,Thursday,7,29,6,19,31,0,Spring,0,0,0.0,0.0,70.0,0.0,0,none,22.8,166.8,268.2,0.43,cloudy,359
2023-06-13,Tuesday,6,20,31,20,22,47,Summer,0,0,0.0,0.0,83.4,0.0,0,none,27.7,160.9,215.2,0.84,cloudy,690
2013-01-05,Saturday,7,17,45,17,36,33,Winter,0,1,0.0,0.0,45.0,0.322,100,rain,16.1,36.1,61.9,0.79,rain,326
2020-11-01,Sunday,6,35,27,17,34,14,Autumn,0,1,0.0,0.0,66.9,0.0,0,none,26.2,14.2,33.2,0.54,clear,824
2021-01-24,Sunday,7,15,10,17,52,31,Winter,0,1,0.0,0.0,67.2,0.024,100,rain,33.3,147.5,40.3,0.37,rain,740
2011-10-12,Wednesday,7,21,5,18,54,27,Autumn,0,0,0.0,0.0,78.5,0.0,0,none,0.0,47.8,218.5,0.52,cloudy,376
2014-03-27,Thursday,7,16,46,19,37,12,Spring,0,0,0.0,0.0,66.8,0.014,100,rain,27.1,149.4,,0.89,rain,337
2020-09-10,Thursday,7,3,43,19,32,18,Autumn,0,0,0.0,0.0,79.5,1.865,100,rain,21.9,351.3,106.2,0.75,rain,672
2019-10-29,Tuesday,7,32,37,18,37,20,Autumn,0,0,0.0,0.0,70.1,0.1,100,rain,16.1,62.3,29.4,0.05,rain,592
2018-08-10,Friday,6,46,17,20,6,55,Summer,0,0,0.0,0.0,84.1,0.037,100,rain,17.2,212.2,253.3,0.98,rain,767
2020-02-08,Saturday,7,7,2,18,4,38,Winter,0,1,0.0,0.0,61.1,0.0,0,none,15.0,79.9,72.0,0.48,cloudy,663
2011-09-23,Friday,7,10,10,19,17,10,Autumn,0,0,0.0,0.0,80.6,0.0,0,none,18.3,355.9,251.7,0.88,clear,370
2011-11-04,Friday,7,37,7,18,32,33,Autumn,0,0,0.0,0.0,55.6,0.0,0,none,0.0,8.3,220.4,0.3,clear,378
2013-06-03,Monday,6,21,0,20,18,36,Summer,0,0,0.0,0.0,81.2,0.0,0,none,0.0,63.7,351.4,0.83,clear,399
2011-04-28,Thursday,6,41,52,19,56,30,Spring,0,0,0.0,0.0,69.8,0.0,0,none,25.5,32.9,339.7,0.85,clear,381
2014-05-04,Sunday,6,36,23,20,0,30,Spring,0,1,0.0,0.0,74.2,0.0,0,none,24.0,304.0,,0.18,clear,299
2018-04-21,Saturday,6,48,24,19,52,18,Spring,0,1,0.0,0.0,69.0,0.072,100,rain,25.7,113.2,23.4,0.2,rain,297
2022-07-28,Thursday,6,38,40,20,17,2,Summer,0,0,0.0,0.0,84.1,0.293,100,rain,23.0,176.6,103.0,0.0,rain,791
2019-10-07,Monday,7,18,5,19,0,8,Autumn,0,0,0.0,0.0,78.6,0.0,0,none,24.5,350.1,150.3,0.3,cloudy,635
2014-01-02,Thursday,7,17,12,17,34,8,Winter,0,0,0.0,0.0,47.6,0.002,100,rain,33.5,338.3,,0.04,rain,331
2021-01-09,Saturday,7,18,3,17,39,45,Winter,0,1,0.0,0.0,45.9,0.0,0,none,13.9,54.1,31.5,0.88,cloudy,666
2019-10-12,Saturday,7,21,7,18,54,24,Autumn,0,1,0.0,0.0,60.8,0.0,0,none,24.2,0.0,177.5,0.46,cloudy,640
2017-01-22,Sunday,7,15,53,17,50,44,Winter,0,1,0.0,0.0,62.9,0.014,100,rain,45.5,288.7,188.3,0.83,rain,322
2020-04-08,Wednesday,7,2,0,19,44,42,Spring,0,0,0.0,0.0,78.7,0.0,0,none,0.0,211.2,93.4,0.52,cloudy,667
2010-02-19,Friday,6,57,22,18,13,38,Winter,0,0,0.0,0.0,52.8,0.0,0,none,21.9,106.3,146.2,0.19,cloudy,367
2021-08-28,Saturday,6,56,39,19,48,6,Summer,0,1,0.0,0.0,81.5,0.01,100,rain,24.2,87.1,53.9,0.7,rain,776
2018-04-03,Tuesday,7,8,24,19,41,23,Spring,0,0,0.0,0.0,76.9,0.0,0,none,25.8,170.8,37.9,0.6,cloudy,311
2012-05-08,Tuesday,6,32,53,20,3,22,Spring,0,0,0.0,0.0,76.6,0.058,100,rain,36.1,25.1,193.8,0.59,rain,353
2012-12-08,Saturday,7,5,0,17,22,15,Winter,0,1,0.0,0.0,72.8,0.044,100,rain,19.5,193.6,141.0,0.84,rain,310
2011-12-21,Wednesday,7,12,38,17,26,27,Winter,0,0,0.0,0.0,53.3,0.0,0,none,18.3,27.2,128.5,0.89,cloudy,347
2018-07-12,Thursday,6,29,39,20,24,26,Summer,0,0,0.0,0.0,84.7,0.004,100,rain,0.0,185.4,125.3,0.0,rain,657
2017-03-16,Thursday,7,29,38,19,30,42,Spring,0,0,0.0,0.0,66.7,0.0,0,none,27.7,135.5,165.0,0.63,cloudy,311
2023-03-30,Thursday,7,13,26,19,38,55,Spring,0,0,0.0,0.0,69.4,0.0,0,none,34.4,133.8,29.3,0.29,cloudy,700
2014-07-19,Saturday,6,33,23,20,21,55,Summer,0,1,0.0,0.0,79.1,0.0,0,none,16.1,27.3,,0.75,cloudy,4
2014-07-15,Tuesday,6,31,12,20,23,30,Summer,0,0,0.0,0.0,81.7,0.003,100,rain,21.9,267.3,,0.61,rain,18
2016-08-22,Monday,6,53,26,19,54,29,Summer,0,0,0.0,0.0,79.3,0.29,100,rain,34.4,101.8,128.5,0.65,rain,358
2019-07-08,Monday,6,27,34,20,25,24,Summer,0,0,0.0,0.0,87.4,0.014,100,rain,13.9,203.8,279.5,0.21,rain,618
2021-06-30,Wednesday,6,24,24,20,26,4,Summer,0,0,0.0,0.0,81.7,0.0,0,none,21.9,101.0,112.3,0.69,cloudy,749
2023-07-06,Thursday,6,26,42,20,25,45,Summer,0,0,0.0,0.0,78.8,0.37,100,rain,29.8,174.7,46.2,0.61,rain,648
2018-12-09,Sunday,7,5,23,17,22,21,Winter,0,1,0.0,0.0,45.4,0.001,100,rain,23.0,326.5,48.1,0.08,rain,620
2022-03-01,Tuesday,6,47,6,18,20,52,Spring,0,0,0.0,0.0,57.4,0.0,0,none,17.2,271.8,178.7,0.96,cloudy,780
2018-12-05,Wednesday,7,2,26,17,21,47,Winter,0,0,0.0,0.0,50.6,0.0,0,none,0.0,28.7,138.6,0.94,clear,694
2022-11-28,Monday,6,57,0,17,21,54,Autumn,0,0,0.0,0.0,62.7,0.0,0,none,22.1,103.1,117.3,0.17,cloudy,654
2021-03-19,Friday,7,26,3,19,32,35,Spring,0,0,0.0,0.0,55.8,0.0,0,none,24.2,346.4,237.0,0.2,clear,683
2017-02-19,Sunday,6,57,3,18,13,50,Winter,0,1,0.0,0.0,71.6,0.005,100,rain,27.9,125.0,172.8,0.78,rain,334
2013-10-17,Thursday,7,24,35,18,48,27,Autumn,0,0,0.0,0.0,67.4,0.002,100,rain,17.2,1.7,153.1,0.45,rain,372
2020-05-11,Monday,6,30,44,20,5,21,Spring,0,0,0.0,0.0,72.8,0.0,0,none,23.0,108.6,261.7,0.64,cloudy,707
2013-10-31,Thursday,7,34,27,18,35,15,Autumn,0,0,0.0,0.0,71.5,1.975,100,rain,31.4,227.6,86.8,0.91,rain,379
2013-04-10,Wednesday,7,0,3,19,45,42,Spring,0,0,0.0,0.0,66.4,0.094,100,rain,32.1,165.8,236.5,0.0,rain,312
2013-11-09,Saturday,6,41,28,17,28,48,Autumn,0,1,0.0,0.0,62.8,0.0,0,none,0.0,79.5,143.2,0.25,clear,340
2023-07-30,Sunday,6,39,43,20,15,53,Summer,0,1,0.0,0.0,87.5,0.0,0,none,20.8,198.8,221.6,0.43,cloudy,661
2014-12-04,Thursday,7,1,40,17,21,44,Winter,0,0,0.0,0.0,63.1,0.005,100,rain,0.0,81.4,,0.44,rain,371
2014-01-15,Wednesday,7,17,40,17,44,29,Winter,0,0,0.0,0.0,51.9,0.0,0,none,26.4,335.5,,0.5,clear,427
2018-09-08,Saturday,7,2,22,19,35,21,Autumn,0,1,0.0,0.0,84.2,0.003,100,rain,13.9,169.8,153.0,0.96,rain,719
2010-02-05,Friday,7,8,51,18,2,31,Winter,0,0,0.0,0.0,50.6,0.004,100,rain,23.0,308.1,197.1,0.75,rain,367
2019-07-25,Thursday,6,36,43,20,19,0,Summer,0,0,0.0,0.0,81.5,0.0,0,none,19.7,28.7,302.8,0.79,clear,609
2016-06-03,Friday,6,20,58,20,18,44,Summer,0,0,0.0,0.0,74.9,0.55,100,rain,17.2,85.8,181.7,0.95,rain,369
2018-08-01,Wednesday,6,40,59,20,14,15,Summer,0,0,0.0,0.0,83.9,0.06,100,rain,19.7,1.8,214.3,0.67,rain,844
2016-06-17,Friday,6,20,56,20,24,12,Summer,0,0,0.0,0.0,86.5,0.0,0,none,18.3,119.4,327.8,0.41,cloudy,355
2016-01-16,Saturday,7,17,35,17,44,55,Winter,0,1,0.0,0.0,52.2,0.211,100,rain,26.4,352.9,59.7,0.25,rain,356
2020-03-05,Thursday,6,42,8,18,23,52,Spring,0,0,0.0,0.0,63.0,0.0,0,none,28.2,351.4,98.8,0.37,cloudy,666
2013-07-10,Wednesday,6,28,44,20,24,53,Summer,0,0,0.0,0.0,85.9,0.0,0,none,20.8,197.2,301.5,0.08,cloudy,374
2010-12-16,Thursday,7,9,59,17,24,22,Winter,0,0,0.0,0.0,64.0,0.0,0,none,20.8,298.4,127.2,0.35,cloudy,398
2015-11-08,Sunday,6,40,16,17,29,45,Autumn,0,1,0.0,0.0,61.6,0.0,0,none,21.9,343.4,189.0,0.9,cloudy,270
2017-05-15,Monday,6,28,20,20,7,40,Spring,0,0,0.0,0.0,76.3,0.0,0,none,22.5,143.3,346.4,0.66,clear,408
2018-01-16,Tuesday,7,17,30,17,45,21,Winter,0,0,0.0,0.0,32.1,0.106,100,"rain,snow",32.4,349.1,29.7,0.0,snow,177
2018-06-10,Sunday,6,20,25,20,21,40,Summer,0,1,0.0,0.0,84.9,0.0,0,none,21.9,180.4,213.7,0.9,cloudy,741
2014-08-09,Saturday,6,45,41,20,7,49,Summer,0,1,0.0,0.0,84.9,0.011,100,rain,21.9,167.3,,0.46,rain,328
2020-11-12,Thursday,6,44,10,17,26,56,Autumn,0,0,0.0,0.0,71.3,0.0,0,none,16.1,100.2,44.9,0.92,cloudy,732
2013-12-14,Saturday,7,8,54,17,23,45,Winter,0,1,0.0,0.0,51.3,0.0,0,none,31.8,317.6,139.2,0.41,cloudy,365
2018-10-05,Friday,7,17,3,19,2,11,Autumn,0,0,0.0,0.0,82.8,0.0,0,none,20.8,97.4,143.4,0.88,cloudy,786
2014-07-30,Wednesday,6,39,46,20,15,41,Summer,0,0,0.0,0.0,83.7,0.0,0,none,23.0,104.9,,0.13,cloudy,32
2023-01-18,Wednesday,7,17,11,17,46,55,Winter,0,0,0.0,0.0,69.5,0.084,100,rain,32.3,178.6,53.8,0.9,rain,710
2013-03-25,Monday,7,18,53,19,36,9,Spring,0,0,0.0,0.0,50.6,0.0,0,none,21.9,12.1,300.8,0.45,clear,365
2017-08-30,Wednesday,6,57,41,19,45,47,Summer,0,0,0.0,0.0,80.2,0.0,0,none,30.3,314.1,259.4,0.29,cloudy,316
2014-08-20,Wednesday,6,52,1,19,57,10,Summer,0,0,0.0,0.0,83.3,0.042,100,rain,24.8,129.4,,0.84,rain,364
2020-06-19,Friday,6,21,18,20,24,45,Summer,0,0,0.0,0.0,82.3,0.0,0,none,24.2,148.7,176.8,0.95,cloudy,698
2011-01-08,Saturday,7,18,0,17,38,30,Winter,0,1,0.0,0.0,56.4,0.0,0,none,19.5,58.3,167.7,0.14,clear,369
2019-10-01,Tuesday,7,14,37,19,7,17,Autumn,0,0,0.0,0.0,83.4,0.0,0,none,14.9,100.1,176.5,0.1,clear,711
2015-04-01,Wednesday,7,11,6,19,40,3,Spring,0,0,0.0,0.0,72.4,0.002,100,rain,27.8,152.3,170.0,0.41,rain,321
2013-09-19,Thursday,7,8,18,19,21,29,Autumn,0,0,0.0,0.0,81.5,0.344,100,rain,40.3,113.4,157.0,0.5,rain,348
2014-12-31,Wednesday,7,16,40,17,32,33,Winter,0,0,0.0,0.0,42.6,0.0,0,none,25.3,10.7,,0.34,cloudy,272
2012-02-26,Sunday,6,50,53,18,18,23,Winter,0,1,0.0,0.0,56.8,0.0,0,none,18.3,123.4,187.5,0.16,cloudy,252
2011-04-15,Friday,6,55,4,19,48,26,Spring,0,0,0.0,0.0,75.7,0.001,100,rain,31.7,308.0,312.3,0.42,rain,360
2010-05-21,Friday,6,25,15,20,11,12,Spring,0,0,0.0,0.0,80.8,0.0,0,none,21.9,168.7,314.6,0.28,cloudy,457
2012-02-28,Tuesday,6,48,46,18,19,47,Winter,0,0,0.0,0.0,67.4,0.0,0,none,26.5,156.9,198.0,0.22,cloudy,291
2010-11-20,Saturday,6,50,18,17,23,41,Autumn,0,1,0.0,0.0,64.0,0.0,0,none,21.2,129.3,164.1,0.47,cloudy,368
2021-02-20,Saturday,6,56,6,18,14,37,Winter,0,1,0.0,0.0,44.6,0.0,0,none,24.2,128.9,139.7,0.29,clear,688
2011-12-16,Friday,7,9,50,17,24,17,Winter,0,0,0.0,0.0,58.0,0.02,100,rain,28.9,12.0,127.9,0.72,rain,395
2022-03-13,Sunday,7,33,29,19,28,44,Spring,0,1,0.0,0.0,52.5,0.0,0,none,26.6,145.4,148.7,0.35,cloudy,681
2017-10-11,Wednesday,7,20,47,18,54,58,Autumn,0,0,0.0,0.0,72.3,0.0,0,none,20.8,22.6,220.5,0.71,clear,339
2016-09-12,Monday,7,4,44,19,29,51,Autumn,0,0,0.0,0.0,83.0,0.0,0,none,0.0,49.9,263.7,0.37,cloudy,376
2023-01-29,Sunday,7,13,8,17,56,27,Winter,0,1,0.0,0.0,68.8,0.14,100,rain,27.2,193.9,46.9,0.26,rain,768
2022-01-03,Monday,7,17,26,17,34,55,Winter,0,0,0.0,0.0,42.1,0.0,0,none,18.3,346.4,91.8,0.03,clear,589
2022-06-27,Monday,6,23,16,20,25,57,Summer,0,0,0.0,0.0,84.5,0.108,100,rain,28.9,275.6,88.9,0.95,rain,665
2020-04-19,Sunday,6,49,57,19,51,24,Spring,0,1,0.0,0.0,75.8,0.293,100,rain,33.3,179.7,72.5,0.89,rain,553
2017-04-20,Thursday,6,49,11,19,51,49,Spring,0,0,0.0,0.0,76.5,0.0,0,none,23.0,148.1,309.5,0.81,cloudy,331
2011-02-11,Friday,7,4,35,18,7,14,Winter,0,0,0.0,0.0,40.3,0.0,0,none,0.0,21.3,227.9,0.25,clear,286
2019-01-27,Sunday,7,14,5,17,54,40,Winter,0,1,0.0,0.0,57.2,0.002,100,rain,18.3,318.4,110.3,0.75,rain,544
2012-10-01,Monday,7,15,0,19,6,25,Autumn,0,0,0.0,0.0,71.1,0.0,0,none,23.9,333.5,259.8,0.55,clear,423
2018-12-18,Tuesday,7,11,10,17,25,11,Winter,0,0,0.0,0.0,56.4,0.0,0,none,0.0,57.0,53.8,0.37,cloudy,686
2012-06-09,Saturday,6,20,25,20,21,26,Summer,0,1,0.0,0.0,81.4,0.061,100,rain,31.1,117.4,211.9,0.67,rain,313
2016-08-08,Monday,6,45,24,20,8,15,Summer,0,0,0.0,0.0,87.9,0.0,0,none,18.3,70.0,301.8,0.19,clear,390
2016-12-20,Tuesday,7,12,30,17,26,20,Winter,0,0,0.0,0.0,48.1,0.0,0,none,0.0,26.6,136.1,0.75,cloudy,346
2019-06-27,Thursday,6,23,9,20,25,54,Summer,0,0,0.0,0.0,82.2,0.013,100,rain,23.0,50.6,109.3,0.84,rain,615
2016-07-18,Monday,6,33,7,20,22,8,Summer,0,0,0.0,0.0,84.4,0.05,100,rain,28.9,19.2,177.6,0.46,rain,332
2020-08-24,Monday,6,54,35,19,52,18,Summer,0,0,0.0,0.0,84.7,0.0,0,none,19.7,44.3,100.3,0.2,cloudy,688
2010-02-12,Friday,7,3,35,18,8,14,Winter,0,0,0.0,0.0,37.2,0.023,100,rain,24.2,342.8,175.3,0.95,rain,348
2017-10-01,Sunday,7,14,53,19,6,40,Autumn,0,1,0.0,0.0,80.7,0.0,0,none,15.0,22.7,251.5,0.37,clear,281
2018-12-10,Monday,7,6,5,17,22,34,Winter,0,0,0.0,0.0,49.4,0.0,0,none,11.4,330.6,146.4,0.11,clear,646
2010-10-31,Sunday,7,34,15,18,35,29,Autumn,0,1,0.0,0.0,72.8,0.0,0,none,18.3,198.8,211.2,0.81,clear,344
2022-04-07,Thursday,7,3,44,19,43,50,Spring,0,0,0.0,0.0,65.5,0.0,0,none,40.8,335.6,239.3,0.21,cloudy,811
2023-02-24,Friday,6,52,37,18,17,12,Winter,0,0,0.0,0.0,73.1,0.0,0,none,21.9,129.1,84.9,0.15,cloudy,711
2011-10-27,Thursday,7,31,7,18,39,8,Autumn,0,0,0.0,0.0,75.6,0.214,100,rain,31.8,197.4,170.7,0.03,rain,390
2013-03-23,Saturday,7,21,17,19,34,57,Spring,0,1,0.0,0.0,69.7,0.001,100,rain,0.0,91.7,192.8,0.38,rain,333
2017-04-30,Sunday,6,39,34,19,58,7,Spring,0,1,0.0,0.0,67.5,0.004,100,rain,24.2,306.0,285.8,0.15,rain,227
2015-05-02,Saturday,6,38,17,19,59,4,Spring,0,1,0.0,0.0,70.8,0.0,0,none,23.0,175.2,323.6,0.45,cloudy,339
2016-11-06,Sunday,6,39,17,17,30,34,Autumn,0,1,0.0,0.0,71.1,0.214,100,rain,24.2,85.2,70.1,0.23,rain,351
2014-01-13,Monday,7,17,54,17,42,48,Winter,0,0,0.0,0.0,64.9,0.008,100,rain,31.1,292.4,,0.42,rain,392
2019-05-28,Tuesday,6,22,35,20,15,12,Spring,0,0,0.0,0.0,82.9,0.003,100,rain,26.5,168.6,244.8,0.82,rain,682
2019-07-04,Thursday,6,25,46,20,25,55,Summer,1,0,0.0,0.0,84.9,0.057,100,rain,27.7,152.8,214.2,0.07,rain,580
2015-11-03,Tuesday,6,36,21,17,33,16,Autumn,0,0,0.0,0.0,70.0,0.0,0,none,0.0,81.9,204.3,0.75,cloudy,337
2012-10-23,Tuesday,7,28,48,18,42,9,Autumn,0,0,0.0,0.0,77.3,0.0,0,none,21.9,157.2,220.0,0.29,cloudy,324
2012-08-19,Sunday,6,51,43,19,57,41,Summer,0,1,0.0,0.0,79.3,0.244,100,rain,26.0,93.5,153.4,0.07,rain,292
2017-11-29,Wednesday,6,57,56,17,21,45,Autumn,0,0,0.0,0.0,66.4,0.0,0,none,0.0,339.2,170.1,0.37,cloudy,382
2015-07-03,Friday,6,25,19,20,25,57,Summer,1,0,0.0,0.0,84.5,0.0,0,none,23.0,145.5,277.2,0.56,cloudy,398
2015-11-20,Friday,6,50,7,17,23,45,Autumn,0,0,0.0,0.0,64.5,0.0,0,none,19.5,75.5,180.8,0.32,cloudy,370
2021-11-19,Friday,6,49,46,17,23,56,Autumn,0,0,0.0,0.0,55.7,0.0,0,none,26.4,66.9,110.5,0.5,cloudy,752
2016-05-27,Friday,6,22,40,20,15,2,Spring,0,0,0.0,0.0,73.5,2.634,100,rain,39.6,99.4,178.4,0.7,rain,346
