date,week,sunrise_hour,sunrise_min,sunrise_sec,sunset_hour,sunset_min,sunset_sec,season,is_holiday,is_weekend,snow,snowdepth,temp,precip,precipprob,preciptype,windgust,winddir,solarradiation,moonphase,conditions,Offense Count
2022-03-08,Tuesday,6,39,17,18,25,32,Spring,0,0,0.0,0.0,45.9,0.074,100,rain,33.2,3.7,21.1,0.19,rain,628
2013-04-19,Friday,6,50,14,19,51,12,Spring,0,0,0.0,0.0,55.7,0.0,0,none,31.7,5.4,323.1,0.3,clear,397
2010-03-22,Monday,7,22,49,19,34,11,Spring,0,0,0.0,0.0,56.2,0.0,0,none,20.8,285.4,290.5,0.24,clear,347
2012-03-14,Wednesday,7,31,46,19,29,37,Spring,0,0,0.0,0.0,73.2,0.002,100,rain,26.4,160.9,205.2,0.75,rain,342
2014-11-05,Wednesday,6,38,6,17,31,38,Autumn,0,0,0.0,0.0,70.1,0.437,100,rain,21.9,57.1,,0.46,rain,339
2015-10-09,Friday,7,19,15,18,57,49,Autumn,0,0,0.0,0.0,79.1,0.0,0,none,36.7,19.7,142.8,0.89,cloudy,323
2019-05-19,Sunday,6,26,23,20,9,53,Spring,0,1,0.0,0.0,83.9,0.002,100,rain,18.3,167.1,194.2,0.53,rain,645
2016-11-08,Tuesday,6,40,53,17,29,16,Autumn,0,0,0.0,0.0,67.2,0.0,0,none,0.0,28.1,71.3,0.3,cloudy,351
2019-12-03,Tuesday,7,0,44,17,21,40,Winter,0,0,0.0,0.0,59.7,0.0,0,none,15.0,220.9,139.8,0.23,clear,630
2022-03-25,Friday,7,19,8,19,36,4,Spring,0,0,0.0,0.0,67.8,0.0,0,none,23.0,253.5,198.3,0.75,cloudy,752
2012-10-31,Wednesday,7,34,37,18,35,3,Autumn,0,0,0.0,0.0,73.3,0.0,0,none,16.1,255.6,207.9,0.56,clear,388
2021-03-26,Friday,7,17,38,19,36,48,Spring,0,0,0.0,0.0,69.0,0.0,0,none,25.3,100.5,195.4,0.43,clear,710
2020-05-22,Friday,6,24,35,20,12,10,Spring,0,0,0.0,0.0,83.1,0.0,0,none,26.4,158.3,180.2,0.0,cloudy,793
2010-06-02,Wednesday,6,21,13,20,17,57,Summer,0,0,0.0,0.0,80.6,0.005,100,rain,16.1,168.4,133.6,0.69,rain,412
2019-07-27,Saturday,6,37,53,20,17,48,Summer,0,1,0.0,0.0,85.8,0.0,0,none,12.8,74.4,214.3,0.85,cloudy,689
2023-01-26,Thursday,7,14,33,17,53,51,Winter,0,0,0.0,0.0,47.5,0.0,0,none,19.7,342.0,143.4,0.16,clear,674
2013-03-19,Tuesday,7,26,5,19,32,32,Spring,0,0,0.0,0.0,69.8,0.0,0,none,26.2,110.6,267.2,0.25,cloudy,335
2022-10-20,Thursday,7,26,30,18,45,34,Autumn,0,0,0.0,0.0,66.5,0.0,0,none,19.7,227.3,164.8,0.85,cloudy,681
2022-09-27,Tuesday,7,12,34,19,11,51,Autumn,0,0,0.0,0.0,77.9,0.0,0,none,21.9,52.4,190.9,0.06,clear,644
2020-08-07,Friday,6,44,51,20,9,7,Summer,0,0,0.0,0.0,85.5,0.0,0,none,18.3,159.9,204.4,0.63,cloudy,705
2013-11-25,Monday,6,54,40,17,22,18,Autumn,0,0,0.0,0.0,41.1,0.951,100,rain,28.1,359.5,49.3,0.75,rain,345
2018-03-11,Sunday,7,35,49,19,27,25,Spring,0,1,0.0,0.0,71.3,0.001,100,rain,33.3,333.5,25.7,0.81,rain,244
2016-09-29,Thursday,7,13,54,19,8,49,Autumn,0,0,0.0,0.0,77.5,0.128,100,rain,24.2,313.2,262.6,0.95,rain,331
2012-12-30,Sunday,7,16,31,17,32,12,Winter,0,1,0.0,0.0,44.3,0.0,0,none,18.3,100.1,133.5,0.58,clear,295
2014-04-14,Monday,6,55,52,19,47,59,Spring,0,0,0.0,0.0,62.0,0.713,100,rain,31.2,341.2,,0.48,rain,378
2017-09-23,Saturday,7,10,27,19,16,29,Autumn,0,1,0.0,0.0,82.6,0.0,0,none,18.3,45.1,263.1,0.11,cloudy,283
2013-12-07,Saturday,7,4,6,17,22,3,Winter,0,1,0.0,0.0,35.1,0.0,0,none,26.1,353.8,80.8,0.16,cloudy,341
2023-02-07,Tuesday,7,7,35,18,4,4,Winter,0,0,0.0,0.0,67.1,0.0,0,rain,30.1,131.5,45.8,0.57,cloudy,732
2022-11-15,Tuesday,6,46,15,17,25,41,Autumn,0,0,0.0,0.0,47.2,0.0,0,none,32.9,349.6,118.5,0.74,cloudy,644
2018-02-16,Friday,7,0,4,18,11,23,Winter,0,0,0.0,0.0,72.6,0.0,0,none,16.1,224.8,57.6,0.03,cloudy,362
2010-02-01,Monday,7,11,23,17,59,8,Winter,0,0,0.0,0.0,44.0,0.011,100,rain,0.0,58.8,86.5,0.58,rain,376
2015-08-22,Saturday,6,53,0,19,55,18,Summer,0,1,0.0,0.0,83.3,0.02,100,rain,26.4,133.9,134.6,0.25,rain,350
2012-07-26,Thursday,6,37,41,20,17,57,Summer,0,0,0.0,0.0,85.8,0.0,0,none,23.0,208.2,215.7,0.25,cloudy,382
2013-03-21,Thursday,7,23,41,19,33,45,Spring,0,0,0.0,0.0,63.9,0.0,0,none,30.2,168.9,235.8,0.32,cloudy,309
2015-02-25,Wednesday,6,51,38,18,17,51,Winter,0,0,0.0,0.0,42.1,0.013,100,rain,21.9,326.9,167.6,0.25,rain,290
2022-02-18,Friday,6,58,14,18,12,57,Winter,0,0,0.0,0.0,44.4,0.0,0,none,35.7,348.3,153.5,0.57,cloudy,781
2010-11-06,Saturday,7,38,52,18,30,56,Autumn,0,1,0.0,0.0,56.2,0.0,0,none,0.0,79.2,212.5,0.02,clear,345
2021-01-29,Friday,7,12,52,17,56,51,Winter,0,0,0.0,0.0,53.5,0.0,0,none,20.8,119.6,48.5,0.53,cloudy,698
2020-08-01,Saturday,6,41,18,20,13,54,Summer,0,1,0.0,0.0,78.4,0.411,100,rain,23.0,235.4,75.8,0.43,rain,720
2011-05-11,Wednesday,6,31,16,20,4,48,Spring,0,0,0.0,0.0,77.1,0.004,100,rain,31.4,199.2,172.5,0.3,rain,359
2010-07-25,Sunday,6,36,47,20,18,52,Summer,0,1,0.0,0.0,84.5,0.001,100,rain,0.0,20.4,254.7,0.5,rain,372
2017-03-18,Saturday,7,27,15,19,31,55,Spring,0,1,0.0,0.0,72.0,0.0,0,none,20.8,156.9,255.7,0.7,cloudy,333
2019-01-25,Friday,7,14,57,17,52,56,Winter,0,0,0.0,0.0,52.0,0.0,0,none,17.2,87.1,156.7,0.65,clear,584
2020-05-06,Wednesday,6,34,23,20,2,9,Spring,0,0,0.0,0.0,75.7,0.464,100,rain,25.3,59.7,216.3,0.47,rain,712
2010-11-02,Tuesday,7,35,46,18,33,53,Autumn,0,0,0.0,0.0,62.3,1.243,100,rain,39.1,336.0,166.6,0.88,rain,347
2020-03-31,Tuesday,7,11,21,19,39,55,Spring,0,0,0.0,0.0,72.2,0.0,0,none,29.9,333.0,214.2,0.25,cloudy,559
2014-09-27,Saturday,7,12,30,19,11,53,Autumn,0,1,0.0,0.0,77.0,0.01,100,rain,19.5,46.2,,0.12,rain,356
2012-04-23,Monday,6,45,56,19,53,51,Spring,0,0,0.0,0.0,69.8,0.0,0,none,24.2,35.8,328.0,0.08,clear,355
2017-04-27,Thursday,6,42,18,19,56,12,Spring,0,0,0.0,0.0,68.5,0.0,0,none,20.8,78.5,332.1,0.04,clear,351
2021-06-27,Sunday,6,23,21,20,25,58,Summer,0,1,0.0,0.0,83.4,0.075,100,rain,29.0,119.5,195.8,0.6,rain,675
2010-07-31,Saturday,6,40,20,20,15,0,Summer,0,1,0.0,0.0,85.6,0.0,0,none,0.0,250.0,312.7,0.69,clear,396
2020-01-14,Tuesday,7,17,51,17,43,15,Winter,0,0,0.0,0.0,73.2,0.013,100,rain,21.9,195.7,60.9,0.64,rain,701
2011-11-11,Friday,6,42,41,17,27,55,Autumn,1,0,0.0,0.0,58.3,0.0,0,none,18.3,204.7,206.2,0.53,clear,373
2011-07-20,Wednesday,6,33,47,20,21,36,Summer,0,0,0.0,0.0,84.3,0.007,100,rain,19.5,156.0,309.5,0.68,rain,385
2015-09-27,Sunday,7,12,21,19,12,11,Autumn,0,1,0.0,0.0,73.8,0.021,100,rain,20.8,349.5,72.8,0.5,rain,264
2021-06-06,Sunday,6,20,38,20,20,6,Summer,0,1,0.0,0.0,80.3,0.019,100,rain,24.2,160.8,153.1,0.88,rain,712
2011-11-12,Saturday,6,43,30,17,27,22,Autumn,0,1,0.0,0.0,66.8,0.0,0,none,31.1,182.6,127.9,0.57,cloudy,348
2010-06-30,Wednesday,6,24,13,20,26,1,Summer,0,0,0.0,0.0,79.2,0.052,100,rain,27.8,60.6,105.1,0.64,rain,374
2017-03-05,Sunday,6,42,25,18,23,41,Spring,0,1,0.0,0.0,64.6,1.451,100,rain,30.4,120.4,142.7,0.25,rain,273
2014-12-13,Saturday,7,8,6,17,23,22,Winter,0,1,0.0,0.0,64.3,0.0,0,none,21.9,96.4,,0.73,cloudy,347
2016-07-05,Tuesday,6,26,31,20,25,43,Summer,0,0,0.0,0.0,87.0,0.0,0,none,22.6,126.1,209.1,0.04,cloudy,338
2021-08-12,Thursday,6,47,39,20,4,52,Summer,0,0,0.0,0.0,84.6,0.022,100,rain,27.7,148.3,61.9,0.15,rain,667
2010-10-06,Wednesday,7,17,36,19,1,4,Autumn,0,0,0.0,0.0,68.4,0.0,0,none,16.1,32.1,264.3,0.96,clear,368
2012-12-10,Monday,7,6,24,17,22,40,Winter,0,0,0.0,0.0,50.4,0.185,100,rain,34.4,356.2,151.0,0.91,rain,327
2013-05-20,Monday,6,25,37,20,10,45,Spring,0,0,0.0,0.0,80.1,0.0,0,none,25.7,157.0,307.5,0.35,cloudy,386
2011-03-09,Wednesday,6,38,30,18,25,58,Spring,0,0,0.0,0.0,66.2,0.0,0,none,30.6,337.7,224.5,0.16,cloudy,276
2010-10-17,Sunday,7,24,25,18,48,44,Autumn,0,1,0.0,0.0,72.8,0.0,0,none,19.5,149.5,163.4,0.32,cloudy,326
2012-10-24,Wednesday,7,29,31,18,41,12,Autumn,0,0,0.0,0.0,77.3,0.001,100,rain,23.0,143.6,218.2,0.32,rain,367
2011-06-20,Monday,6,21,18,20,24,46,Summer,0,0,0.0,0.0,85.5,0.0,0,none,29.5,165.8,330.4,0.66,cloudy,371
2019-04-05,Friday,7,6,21,19,42,26,Spring,0,0,0.0,0.0,73.5,0.0,0,none,12.8,71.6,146.1,0.0,cloudy,607
2010-07-08,Thursday,6,27,37,20,25,21,Summer,0,0,0.0,0.0,78.3,0.976,100,rain,26.0,101.0,117.1,0.9,rain,355
2015-11-13,Friday,6,44,19,17,26,48,Autumn,0,0,0.0,0.0,61.9,0.0,0,none,23.3,15.7,85.3,0.07,cloudy,347
2022-10-06,Thursday,7,17,41,19,1,0,Autumn,0,0,0.0,0.0,77.2,0.0,0,none,20.8,60.0,172.3,0.39,cloudy,757
2018-01-01,Monday,7,16,59,17,33,26,Winter,1,0,0.0,0.0,35.3,0.0,0,none,29.8,14.1,76.2,0.5,cloudy,239
2010-09-28,Tuesday,7,13,2,19,10,41,Autumn,0,0,0.0,0.0,72.2,0.0,0,none,0.0,325.4,271.7,0.68,clear,375
2014-05-20,Tuesday,6,25,45,20,10,37,Spring,0,0,0.0,0.0,76.7,0.0,0,none,24.2,94.5,,0.71,cloudy,342
2021-01-05,Tuesday,7,17,46,17,36,36,Winter,0,0,0.0,0.0,60.8,0.0,0,none,20.6,104.2,27.0,0.73,cloudy,675
2016-04-20,Wednesday,6,48,56,19,51,59,Spring,0,0,0.0,0.0,73.1,0.918,100,rain,35.6,11.7,191.4,0.45,rain,342
2023-04-26,Wednesday,6,43,43,19,55,21,Spring,0,0,0.0,0.0,73.1,0.001,100,rain,28.9,127.0,75.3,0.21,rain,731
2010-04-22,Thursday,6,47,26,19,52,53,Spring,0,0,0.0,0.0,69.1,0.0,0,none,26.7,142.7,294.7,0.29,cloudy,396
2021-04-20,Tuesday,6,49,11,19,51,53,Spring,0,0,0.0,0.0,68.3,0.0,0,none,21.9,296.7,208.8,0.25,cloudy,663
2010-08-09,Monday,6,45,39,20,7,50,Summer,0,0,0.0,0.0,87.1,0.0,0,none,19.5,182.5,285.2,0.0,clear,392
2011-09-20,Tuesday,7,8,34,19,20,53,Autumn,0,0,0.0,0.0,81.5,0.0,0,none,23.0,187.5,276.0,0.75,cloudy,335
2018-02-12,Monday,7,3,31,18,8,15,Winter,0,0,0.0,0.0,40.8,0.0,0,none,15.0,14.3,61.7,0.9,cloudy,315
2022-07-15,Friday,6,31,17,20,23,33,Summer,0,0,0.0,0.0,81.9,0.152,100,rain,39.1,170.8,68.5,0.56,rain,758
2022-08-21,Sunday,6,52,40,19,56,6,Summer,0,1,0.0,0.0,82.9,0.018,100,rain,31.1,164.1,113.8,0.82,rain,670
2012-03-01,Thursday,6,46,37,18,21,9,Spring,0,0,0.0,0.0,73.0,0.0,0,none,27.9,197.8,210.6,0.28,cloudy,360
2021-07-05,Monday,6,26,27,20,25,48,Summer,1,0,0.0,0.0,79.8,0.214,100,rain,23.0,107.9,54.4,0.86,rain,640
2011-04-07,Thursday,7,4,5,19,43,36,Spring,0,0,0.0,0.0,71.9,0.0,0,none,27.2,165.3,182.4,0.14,cloudy,339
2021-12-17,Friday,7,10,46,17,24,54,Winter,0,0,0.0,0.0,73.2,0.0,0,none,29.3,153.7,58.8,0.45,cloudy,711
2011-07-06,Wednesday,6,26,35,20,25,42,Summer,0,0,0.0,0.0,81.9,0.422,100,rain,42.5,157.3,321.4,0.19,rain,347
2016-07-16,Saturday,6,32,1,20,22,57,Summer,0,1,0.0,0.0,86.5,0.0,0,none,21.9,76.3,254.5,0.4,cloudy,345
2021-06-13,Sunday,6,20,31,20,22,56,Summer,0,1,0.0,0.0,86.8,0.001,100,rain,20.8,257.6,178.4,0.11,rain,693
2010-07-18,Sunday,6,32,48,20,22,22,Summer,0,1,0.0,0.0,82.5,0.01,100,rain,20.8,101.6,233.2,0.25,rain,348
2022-05-02,Monday,6,38,3,19,59,18,Spring,0,0,0.0,0.0,77.9,0.0,0,none,41.0,162.1,214.0,0.06,cloudy,784
2011-02-07,Monday,7,7,37,18,3,59,Winter,0,0,0.0,0.0,48.7,0.0,0,none,34.3,330.3,218.9,0.15,clear,298
2018-04-01,Sunday,7,10,46,19,40,11,Spring,0,1,0.0,0.0,71.0,0.0,0,none,21.9,146.5,60.2,0.54,cloudy,256
2015-10-06,Tuesday,7,17,28,19,1,19,Autumn,0,0,0.0,0.0,78.1,0.0,0,none,0.0,352.3,242.4,0.79,clear,297
2022-12-10,Saturday,7,6,8,17,22,36,Winter,0,1,0.0,0.0,72.0,0.002,100,rain,29.4,161.4,69.1,0.58,rain,639
2016-02-08,Monday,7,7,2,18,4,37,Winter,0,0,0.0,0.0,54.1,0.0,0,none,35.8,308.2,216.3,0.0,clear,364
2014-06-06,Friday,6,20,38,20,19,55,Summer,0,0,0.0,0.0,82.8,0.0,0,none,63.3,50.0,,0.29,cloudy,17
2022-02-15,Tuesday,7,0,58,18,10,39,Winter,0,0,0.0,0.0,59.7,0.0,0,none,32.2,134.8,93.8,0.47,cloudy,724
2011-10-13,Thursday,7,21,42,18,53,20,Autumn,0,0,0.0,0.0,77.5,0.003,100,rain,22.7,359.5,249.7,0.55,rain,365
2011-12-10,Saturday,7,5,54,17,22,31,Winter,0,1,0.0,0.0,52.4,0.0,0,none,19.9,64.5,60.9,0.5,cloudy,368
2019-04-04,Thursday,7,7,31,19,41,51,Spring,0,0,0.0,0.0,73.6,0.217,100,rain,23.0,209.6,103.4,0.98,rain,614
2022-06-13,Monday,6,20,31,20,22,52,Summer,0,0,0.0,0.0,85.4,0.0,0,none,31.1,174.2,136.0,0.47,cloudy,688
2013-10-29,Tuesday,7,32,57,18,36,56,Autumn,0,0,0.0,0.0,75.1,0.0,0,none,24.2,128.8,142.7,0.84,cloudy,417
2016-04-26,Tuesday,6,43,1,19,55,44,Spring,0,0,0.0,0.0,77.1,0.0,0,none,27.9,97.6,291.5,0.65,cloudy,327
2016-09-25,Sunday,7,11,41,19,13,43,Autumn,0,1,0.0,0.0,78.1,0.149,100,rain,42.5,75.5,108.4,0.81,rain,299
2010-11-11,Thursday,6,42,53,17,27,47,Autumn,1,0,0.0,0.0,69.3,0.187,100,rain,59.9,116.7,161.1,0.18,rain,364
2013-07-17,Wednesday,6,32,24,20,22,39,Summer,0,0,0.0,0.0,77.2,0.221,100,rain,25.3,96.4,129.2,0.33,rain,399
2022-02-27,Sunday,6,49,15,18,19,29,Winter,0,1,0.0,0.0,46.8,0.0,0,rain,33.4,346.1,168.0,0.89,cloudy,642
2010-04-24,Saturday,6,45,27,19,54,8,Spring,0,1,0.0,0.0,75.5,0.014,100,rain,34.6,274.7,337.5,0.36,rain,397
2012-08-18,Saturday,6,51,9,19,58,44,Summer,0,1,0.0,0.0,82.5,0.078,100,rain,30.8,242.0,188.4,0.04,rain,370
2022-12-05,Monday,7,2,30,17,21,49,Winter,0,0,0.0,0.0,71.2,0.0,0,none,25.1,188.0,44.7,0.41,cloudy,617
2016-02-04,Thursday,7,9,48,18,1,17,Winter,0,0,0.0,0.0,48.6,0.0,0,none,21.1,326.8,214.6,0.88,clear,311
2018-12-22,Saturday,7,13,15,17,27,5,Winter,0,1,0.0,0.0,63.7,0.0,0,none,23.7,194.8,138.2,0.5,clear,717
2023-07-31,Monday,6,40,19,20,15,11,Summer,0,0,0.0,0.0,89.1,0.0,0,none,18.3,200.5,197.5,0.46,cloudy,607
2014-03-07,Friday,6,40,28,18,24,50,Spring,0,0,0.0,0.0,54.7,0.0,0,none,19.5,100.9,,0.21,clear,338
2018-08-18,Saturday,6,50,54,19,59,13,Summer,0,1,0.0,0.0,86.8,0.0,0,none,21.9,197.4,185.2,0.25,cloudy,726
2014-02-12,Wednesday,7,3,33,18,8,15,Winter,0,0,0.0,0.0,41.3,0.001,100,"rain,snow",23.9,331.5,,0.43,snow,336
2019-03-21,Thursday,7,24,15,19,33,28,Spring,0,0,0.0,0.0,66.8,0.0,0,none,17.2,341.8,242.0,0.52,clear,575
2022-11-29,Tuesday,6,57,48,17,21,48,Autumn,0,0,0.0,0.0,74.1,0.01,100,rain,30.3,193.2,45.3,0.2,rain,665
2016-08-23,Tuesday,6,53,59,19,53,24,Summer,0,0,0.0,0.0,83.8,0.013,100,rain,21.9,154.1,178.5,0.69,rain,299
2020-01-16,Thursday,7,17,35,17,44,57,Winter,0,0,0.0,0.0,69.7,0.0,0,none,18.3,66.0,45.7,0.71,cloudy,705
2018-03-21,Wednesday,7,23,57,19,33,36,Spring,0,0,0.0,0.0,62.1,0.0,0,none,16.1,102.8,76.5,0.15,cloudy,279
2020-11-24,Tuesday,6,54,6,17,22,27,Autumn,0,0,0.0,0.0,70.8,0.04,100,rain,34.9,150.0,30.0,0.31,rain,707
2016-08-29,Monday,6,57,17,19,46,40,Summer,0,0,0.0,0.0,78.0,0.082,100,rain,18.3,43.5,130.3,0.9,rain,327
2021-05-23,Sunday,6,24,16,20,12,38,Spring,0,1,0.0,0.0,73.4,0.992,100,rain,25.3,121.4,29.8,0.41,rain,706
2018-02-22,Thursday,6,54,23,18,15,52,Winter,0,0,0.0,0.0,61.6,0.054,100,rain,20.8,324.6,32.2,0.24,rain,309
2022-12-11,Sunday,7,6,50,17,22,50,Winter,0,1,0.0,0.0,68.2,0.629,100,rain,24.2,37.5,34.7,0.62,rain,602
2014-11-18,Tuesday,6,48,40,17,24,24,Autumn,0,0,0.0,0.0,44.3,0.0,0,none,0.0,40.2,,0.88,clear,331
2023-03-15,Wednesday,7,31,25,19,29,50,Spring,0,0,0.0,0.0,59.1,0.0,0,none,31.1,115.8,167.4,0.79,cloudy,658
2017-09-21,Thursday,7,9,23,19,18,58,Autumn,0,0,0.0,0.0,78.9,0.327,100,rain,32.2,36.7,138.2,0.05,rain,302
2020-06-30,Tuesday,6,24,29,20,26,3,Summer,0,0,0.0,0.0,84.5,0.0,0,none,27.7,170.0,185.4,0.34,cloudy,692
2016-01-28,Thursday,7,13,45,17,55,18,Winter,0,0,0.0,0.0,52.7,0.0,0,none,17.2,266.0,199.9,0.65,clear,331
2018-11-06,Tuesday,6,38,54,17,30,54,Autumn,0,0,0.0,0.0,79.8,0.001,100,rain,12.8,192.5,127.3,0.97,rain,663
2012-02-29,Wednesday,6,47,42,18,20,28,Winter,0,0,0.0,0.0,74.1,0.0,0,none,24.2,191.9,211.7,0.25,cloudy,308
2016-02-11,Thursday,7,4,44,18,7,3,Winter,0,0,0.0,0.0,64.6,0.0,0,none,25.8,195.3,220.0,0.11,clear,287
2013-04-30,Tuesday,6,39,35,19,58,6,Spring,0,0,0.0,0.0,74.5,0.0,0,none,20.8,143.5,115.6,0.67,cloudy,394
2013-12-19,Thursday,7,11,50,17,25,44,Winter,0,0,0.0,0.0,65.6,0.002,100,rain,28.3,150.8,121.6,0.58,rain,409
2012-05-21,Monday,6,25,2,20,11,31,Spring,0,0,0.0,0.0,82.8,0.0,0,none,0.0,274.2,319.0,0.02,cloudy,364
2016-09-30,Friday,7,14,27,19,7,36,Autumn,0,0,0.0,0.0,72.1,0.0,0,none,0.0,0.3,231.5,0.0,clear,371
2021-10-05,Tuesday,7,17,14,19,1,53,Autumn,0,0,0.0,0.0,77.6,0.0,0,none,17.2,359.9,60.8,0.98,clear,685
2010-03-15,Monday,7,31,11,19,29,54,Spring,0,0,0.0,0.0,65.3,0.0,0,none,18.2,71.3,210.7,0.0,cloudy,435
2014-08-27,Wednesday,6,55,54,19,49,32,Summer,0,0,0.0,0.0,82.2,0.017,100,rain,24.2,44.3,,0.07,rain,339
2021-05-04,Tuesday,6,36,10,20,0,43,Spring,0,0,0.0,0.0,79.2,0.037,100,rain,33.3,8.6,76.8,0.76,rain,757
2015-05-12,Tuesday,6,30,35,20,5,28,Spring,0,0,0.0,0.0,72.7,1.415,100,rain,19.7,63.6,152.2,0.81,rain,350
2022-05-15,Sunday,6,28,30,20,7,36,Spring,0,1,0.0,0.0,80.0,0.0,0,none,21.9,205.8,312.3,0.5,cloudy,702
2020-06-14,Sunday,6,20,36,20,23,20,Summer,0,1,0.0,0.0,82.1,0.0,0,none,20.8,89.5,234.8,0.79,cloudy,746
2022-06-07,Tuesday,6,20,35,20,20,27,Summer,0,0,0.0,0.0,83.1,0.0,0,none,27.7,162.3,160.5,0.25,cloudy,672
2020-04-16,Thursday,6,53,7,19,49,33,Spring,0,0,0.0,0.0,64.1,0.0,0,none,24.9,108.2,181.0,0.79,cloudy,571
2019-12-10,Tuesday,7,5,55,17,22,31,Winter,0,0,0.0,0.0,54.1,0.07,100,rain,29.7,2.9,11.2,0.45,rain,638
2017-10-14,Saturday,7,22,39,18,51,38,Autumn,0,1,0.0,0.0,81.6,0.0,0,none,19.7,33.5,229.2,0.82,clear,299
2014-07-31,Thursday,6,40,22,20,14,59,Summer,0,0,0.0,0.0,84.5,0.09,100,rain,27.5,152.3,,0.16,rain,73
2011-05-10,Tuesday,6,31,58,20,4,10,Spring,0,0,0.0,0.0,79.8,0.0,0,none,27.1,186.0,284.5,0.25,cloudy,407
2022-06-29,Wednesday,6,23,57,20,26,4,Summer,0,0,0.0,0.0,84.1,0.079,100,rain,24.2,106.0,95.3,0.02,rain,740
2015-11-28,Saturday,6,56,43,17,21,54,Autumn,0,1,0.0,0.0,52.6,0.349,100,rain,20.8,318.4,83.8,0.59,rain,314
2013-05-06,Monday,6,34,35,20,1,56,Spring,0,0,0.0,0.0,67.2,0.0,0,none,16.1,299.5,305.7,0.88,clear,364
2020-01-27,Monday,7,14,13,17,54,28,Winter,0,0,0.0,0.0,58.8,0.0,0,none,12.8,82.8,114.5,0.09,cloudy,817
2016-07-02,Saturday,6,25,14,20,25,58,Summer,0,1,0.0,0.0,87.1,0.0,0,none,19.7,137.1,214.4,0.94,cloudy,317
2020-12-19,Saturday,7,12,1,17,25,52,Winter,0,1,0.0,0.0,61.1,1.049,100,rain,26.2,75.7,14.8,0.16,rain,700
2018-06-17,Sunday,6,20,52,20,24,4,Summer,0,1,0.0,0.0,81.5,0.224,100,rain,33.3,56.4,26.7,0.14,rain,657
2014-07-09,Wednesday,6,28,8,20,25,9,Summer,0,0,0.0,0.0,85.2,0.001,100,rain,18.3,176.7,,0.41,rain,5
2011-09-11,Sunday,7,3,47,19,32,3,Autumn,0,1,0.0,0.0,84.7,0.0,0,none,21.9,199.6,286.2,0.48,clear,321
2021-02-02,Tuesday,7,10,35,18,0,16,Winter,0,0,0.0,0.0,53.9,0.0,0,none,23.0,103.4,38.4,0.68,cloudy,549
2020-02-22,Saturday,6,54,53,18,15,32,Winter,0,1,0.0,0.0,50.9,0.0,0,none,0.0,119.6,106.9,0.97,cloudy,729
2014-04-07,Monday,7,3,46,19,43,46,Spring,0,0,0.0,0.0,61.7,0.009,100,rain,18.3,324.1,,0.25,rain,356
2023-02-16,Thursday,7,0,18,18,11,15,Winter,0,0,0.0,0.0,59.4,0.013,100,rain,41.1,332.8,40.1,0.88,rain,746
2022-12-15,Thursday,7,9,26,17,24,3,Winter,0,0,0.0,0.0,54.6,0.0,0,none,17.2,78.3,90.0,0.75,clear,555
2019-03-17,Sunday,7,29,2,19,31,1,Spring,0,1,0.0,0.0,57.5,0.0,0,none,19.7,30.9,138.3,0.38,cloudy,552
2012-05-19,Saturday,6,26,0,20,10,18,Spring,0,1,0.0,0.0,77.7,0.0,0,none,21.4,164.6,344.7,0.96,clear,299
2017-05-02,Tuesday,6,37,50,19,59,23,Spring,0,0,0.0,0.0,75.0,0.0,0,none,25.0,131.9,338.6,0.25,clear,354
2012-11-08,Thursday,6,40,52,17,29,16,Autumn,0,0,0.0,0.0,69.1,0.0,0,none,21.9,145.4,199.4,0.83,clear,367
2022-07-22,Friday,6,35,11,20,20,31,Summer,0,0,0.0,0.0,82.9,0.037,100,rain,33.3,146.3,74.6,0.8,rain,703
2010-12-23,Thursday,7,13,43,17,27,35,Winter,0,0,0.0,0.0,58.9,0.0,0,none,16.1,87.2,132.9,0.59,cloudy,402
2013-03-08,Friday,6,39,3,18,25,38,Spring,0,0,0.0,0.0,61.7,0.0,0,none,30.4,126.4,144.6,0.89,cloudy,350
2017-06-18,Sunday,6,21,3,20,24,24,Summer,0,1,0.0,0.0,85.1,0.0,0,none,26.1,163.5,194.7,0.81,cloudy,265
2017-06-20,Tuesday,6,21,25,20,24,53,Summer,0,0,0.0,0.0,85.4,0.001,100,rain,24.2,27.3,264.5,0.88,rain,382
2020-02-01,Saturday,7,11,38,17,58,46,Winter,0,1,0.0,0.0,56.7,0.0,0,none,15.0,257.8,58.2,0.25,clear,797
2014-02-10,Monday,7,5,9,18,6,39,Winter,0,0,0.0,0.0,51.2,0.413,100,rain,23.0,4.8,,0.36,rain,343
2019-06-26,Wednesday,6,22,51,20,25,48,Summer,0,0,0.0,0.0,82.1,0.001,100,rain,25.3,68.0,89.8,0.8,rain,635
2019-07-30,Tuesday,6,39,39,20,15,51,Summer,0,0,0.0,0.0,84.9,0.011,100,rain,34.4,220.0,219.1,0.95,rain,653
2019-10-30,Wednesday,7,33,22,18,36,29,Autumn,0,0,0.0,0.0,60.9,0.015,100,rain,34.6,327.9,36.3,0.08,rain,627
2013-04-27,Saturday,6,42,19,19,56,12,Spring,0,1,0.0,0.0,70.1,3.148,100,rain,43.6,160.4,224.7,0.57,rain,338
2017-09-08,Friday,7,2,29,19,35,3,Autumn,0,0,0.0,0.0,74.9,0.0,0,none,16.1,58.9,276.7,0.59,cloudy,291
